Year,0
2025,4240350.638900001
2026,3986447.3699000003
2027,3733292.5182653056
2028,3500543.7664
2029,3275259.487878788
2030,3063989.340102042
2031,2839162.2446
2032,2622921.6658
2033,2396006.391212121
2034,2200536.3777777776
