"Année de naissance";"Sexe";"Age";"Quotient de mortalité par âge x (Qx)"
"1927";"Homme";"118 ans";0.984359
"1927";"Homme";"119 ans";0.994096
"1927";"Homme";"120 ans";1.000000
"1928";"Homme";"65 ans";0.017956
"1928";"Homme";"66 ans";0.019897
"1928";"Homme";"67 ans";0.020525
"1928";"Homme";"68 ans";0.022341
"1928";"Homme";"69 ans";0.024258
"1928";"Homme";"70 ans";0.024901
"1928";"Homme";"71 ans";0.028530
"1928";"Homme";"72 ans";0.027407
"1928";"Homme";"73 ans";0.028992
"1928";"Homme";"74 ans";0.034733
"1928";"Homme";"75 ans";0.034809
"1928";"Homme";"76 ans";0.038139
"1928";"Homme";"77 ans";0.042369
"1928";"Homme";"78 ans";0.046519
"1928";"Homme";"79 ans";0.049500
"1928";"Homme";"80 ans";0.052461
"1928";"Homme";"81 ans";0.062844
"1928";"Homme";"82 ans";0.069471
"1928";"Homme";"83 ans";0.074567
"1928";"Homme";"84 ans";0.086259
"1928";"Homme";"85 ans";0.088287
"1928";"Homme";"86 ans";0.105891
"1928";"Homme";"87 ans";0.114397
"1928";"Homme";"88 ans";0.134819
"1928";"Homme";"89 ans";0.143505
"1928";"Homme";"90 ans";0.157783
"1928";"Homme";"91 ans";0.177946
"1928";"Homme";"92 ans";0.213387
"1928";"Homme";"93 ans";0.232915
"1928";"Homme";"94 ans";0.251561
"1928";"Homme";"95 ans";0.272096
"1928";"Homme";"96 ans";0.295835
"1928";"Homme";"97 ans";0.320389
"1928";"Homme";"98 ans";0.346651
"1928";"Homme";"99 ans";0.375668
"1928";"Homme";"100 ans";0.407535
"1928";"Homme";"101 ans";0.441821
"1928";"Homme";"102 ans";0.477044
"1928";"Homme";"103 ans";0.513529
"1928";"Homme";"104 ans";0.558821
"1928";"Homme";"105 ans";0.618509
"1928";"Homme";"106 ans";0.648112
"1928";"Homme";"107 ans";0.678827
"1928";"Homme";"108 ans";0.710551
"1928";"Homme";"109 ans";0.743097
"1928";"Homme";"110 ans";0.776167
"1928";"Homme";"111 ans";0.809336
"1928";"Homme";"112 ans";0.842039
"1928";"Homme";"113 ans";0.873571
"1928";"Homme";"114 ans";0.903109
"1928";"Homme";"115 ans";0.929776
"1928";"Homme";"116 ans";0.952732
"1928";"Homme";"117 ans";0.971314
"1928";"Homme";"118 ans";0.985184
"1928";"Homme";"119 ans";0.994470
"1928";"Homme";"120 ans";1.000000
"1929";"Homme";"65 ans";0.017969
"1929";"Homme";"66 ans";0.019863
"1929";"Homme";"67 ans";0.018409
"1929";"Homme";"68 ans";0.021232
"1929";"Homme";"69 ans";0.022168
"1929";"Homme";"70 ans";0.025359
"1929";"Homme";"71 ans";0.026214
"1929";"Homme";"72 ans";0.030532
"1929";"Homme";"73 ans";0.032394
"1929";"Homme";"74 ans";0.032158
"1929";"Homme";"75 ans";0.035222
"1929";"Homme";"76 ans";0.038074
"1929";"Homme";"77 ans";0.038635
"1929";"Homme";"78 ans";0.044332
"1929";"Homme";"79 ans";0.048595
"1929";"Homme";"80 ans";0.053714
"1929";"Homme";"81 ans";0.060373
"1929";"Homme";"82 ans";0.066136
"1929";"Homme";"83 ans";0.073100
"1929";"Homme";"84 ans";0.082255
"1929";"Homme";"85 ans";0.092233
"1929";"Homme";"86 ans";0.100405
"1929";"Homme";"87 ans";0.118147
"1929";"Homme";"88 ans";0.120589
"1929";"Homme";"89 ans";0.144499
"1929";"Homme";"90 ans";0.158237
"1929";"Homme";"91 ans";0.201833
"1929";"Homme";"92 ans";0.204006
"1929";"Homme";"93 ans";0.223793
"1929";"Homme";"94 ans";0.246867
"1929";"Homme";"95 ans";0.270411
"1929";"Homme";"96 ans";0.294219
"1929";"Homme";"97 ans";0.318873
"1929";"Homme";"98 ans";0.345263
"1929";"Homme";"99 ans";0.374430
"1929";"Homme";"100 ans";0.406471
"1929";"Homme";"101 ans";0.440957
"1929";"Homme";"102 ans";0.476417
"1929";"Homme";"103 ans";0.513171
"1929";"Homme";"104 ans";0.558700
"1929";"Homme";"105 ans";0.618541
"1929";"Homme";"106 ans";0.648542
"1929";"Homme";"107 ans";0.679657
"1929";"Homme";"108 ans";0.711770
"1929";"Homme";"109 ans";0.744677
"1929";"Homme";"110 ans";0.778061
"1929";"Homme";"111 ans";0.811476
"1929";"Homme";"112 ans";0.844331
"1929";"Homme";"113 ans";0.875900
"1929";"Homme";"114 ans";0.905347
"1929";"Homme";"115 ans";0.931788
"1929";"Homme";"116 ans";0.954399
"1929";"Homme";"117 ans";0.972551
"1929";"Homme";"118 ans";0.985960
"1929";"Homme";"119 ans";0.994818
"1929";"Homme";"120 ans";1.000000
"1930";"Homme";"65 ans";0.016927
"1930";"Homme";"66 ans";0.017813
"1930";"Homme";"67 ans";0.019715
"1930";"Homme";"68 ans";0.020119
"1930";"Homme";"69 ans";0.023939
"1930";"Homme";"70 ans";0.024085
"1930";"Homme";"71 ans";0.026604
"1930";"Homme";"72 ans";0.027783
"1930";"Homme";"73 ans";0.031219
"1930";"Homme";"74 ans";0.032068
"1930";"Homme";"75 ans";0.033969
"1930";"Homme";"76 ans";0.035310
"1930";"Homme";"77 ans";0.038456
"1930";"Homme";"78 ans";0.040531
"1930";"Homme";"79 ans";0.046202
"1930";"Homme";"80 ans";0.052476
"1930";"Homme";"81 ans";0.061445
"1930";"Homme";"82 ans";0.065221
"1930";"Homme";"83 ans";0.073244
"1930";"Homme";"84 ans";0.080569
"1930";"Homme";"85 ans";0.090302
"1930";"Homme";"86 ans";0.105427
"1930";"Homme";"87 ans";0.108973
"1930";"Homme";"88 ans";0.116539
"1930";"Homme";"89 ans";0.137789
"1930";"Homme";"90 ans";0.174894
"1930";"Homme";"91 ans";0.178202
"1930";"Homme";"92 ans";0.199876
"1930";"Homme";"93 ans";0.222116
"1930";"Homme";"94 ans";0.245145
"1930";"Homme";"95 ans";0.268720
"1930";"Homme";"96 ans";0.292593
"1930";"Homme";"97 ans";0.317345
"1930";"Homme";"98 ans";0.343859
"1930";"Homme";"99 ans";0.373173
"1930";"Homme";"100 ans";0.405383
"1930";"Homme";"101 ans";0.440067
"1930";"Homme";"102 ans";0.475762
"1930";"Homme";"103 ans";0.512781
"1930";"Homme";"104 ans";0.558546
"1930";"Homme";"105 ans";0.618537
"1930";"Homme";"106 ans";0.648934
"1930";"Homme";"107 ans";0.680444
"1930";"Homme";"108 ans";0.712942
"1930";"Homme";"109 ans";0.746205
"1930";"Homme";"110 ans";0.779897
"1930";"Homme";"111 ans";0.813550
"1930";"Homme";"112 ans";0.846551
"1930";"Homme";"113 ans";0.878153
"1930";"Homme";"114 ans";0.907504
"1930";"Homme";"115 ans";0.933720
"1930";"Homme";"116 ans";0.955992
"1930";"Homme";"117 ans";0.973725
"1930";"Homme";"118 ans";0.986690
"1930";"Homme";"119 ans";0.995143
"1930";"Homme";"120 ans";1.000000
"1931";"Homme";"65 ans";0.017428
"1931";"Homme";"66 ans";0.016511
"1931";"Homme";"67 ans";0.018470
"1931";"Homme";"68 ans";0.020004
"1931";"Homme";"69 ans";0.021226
"1931";"Homme";"70 ans";0.023881
"1931";"Homme";"71 ans";0.024715
"1931";"Homme";"72 ans";0.025326
"1931";"Homme";"73 ans";0.027917
"1931";"Homme";"74 ans";0.030037
"1931";"Homme";"75 ans";0.033290
"1931";"Homme";"76 ans";0.033582
"1931";"Homme";"77 ans";0.040874
"1931";"Homme";"78 ans";0.041900
"1931";"Homme";"79 ans";0.045378
"1931";"Homme";"80 ans";0.050272
"1931";"Homme";"81 ans";0.059210
"1931";"Homme";"82 ans";0.059871
"1931";"Homme";"83 ans";0.069716
"1931";"Homme";"84 ans";0.080668
"1931";"Homme";"85 ans";0.087403
"1931";"Homme";"86 ans";0.094853
"1931";"Homme";"87 ans";0.107254
"1931";"Homme";"88 ans";0.124269
"1931";"Homme";"89 ans";0.149323
"1931";"Homme";"90 ans";0.164296
"1931";"Homme";"91 ans";0.181866
"1931";"Homme";"92 ans";0.198362
"1931";"Homme";"93 ans";0.220394
"1931";"Homme";"94 ans";0.243420
"1931";"Homme";"95 ans";0.267023
"1931";"Homme";"96 ans";0.290960
"1931";"Homme";"97 ans";0.315806
"1931";"Homme";"98 ans";0.342441
"1931";"Homme";"99 ans";0.371898
"1931";"Homme";"100 ans";0.404275
"1931";"Homme";"101 ans";0.439153
"1931";"Homme";"102 ans";0.475078
"1931";"Homme";"103 ans";0.512359
"1931";"Homme";"104 ans";0.558357
"1931";"Homme";"105 ans";0.618499
"1931";"Homme";"106 ans";0.649287
"1931";"Homme";"107 ans";0.681189
"1931";"Homme";"108 ans";0.714066
"1931";"Homme";"109 ans";0.747680
"1931";"Homme";"110 ans";0.781675
"1931";"Homme";"111 ans";0.815560
"1931";"Homme";"112 ans";0.848702
"1931";"Homme";"113 ans";0.880331
"1931";"Homme";"114 ans";0.909585
"1931";"Homme";"115 ans";0.935577
"1931";"Homme";"116 ans";0.957514
"1931";"Homme";"117 ans";0.974838
"1931";"Homme";"118 ans";0.987377
"1931";"Homme";"119 ans";0.995445
"1931";"Homme";"120 ans";1.000000
"1932";"Homme";"65 ans";0.015411
"1932";"Homme";"66 ans";0.015621
"1932";"Homme";"67 ans";0.018691
"1932";"Homme";"68 ans";0.018964
"1932";"Homme";"69 ans";0.021111
"1932";"Homme";"70 ans";0.022967
"1932";"Homme";"71 ans";0.022392
"1932";"Homme";"72 ans";0.023440
"1932";"Homme";"73 ans";0.026240
"1932";"Homme";"74 ans";0.028283
"1932";"Homme";"75 ans";0.030953
"1932";"Homme";"76 ans";0.033930
"1932";"Homme";"77 ans";0.039345
"1932";"Homme";"78 ans";0.041710
"1932";"Homme";"79 ans";0.045854
"1932";"Homme";"80 ans";0.050464
"1932";"Homme";"81 ans";0.054361
"1932";"Homme";"82 ans";0.062946
"1932";"Homme";"83 ans";0.066074
"1932";"Homme";"84 ans";0.078212
"1932";"Homme";"85 ans";0.082618
"1932";"Homme";"86 ans";0.099030
"1932";"Homme";"87 ans";0.109837
"1932";"Homme";"88 ans";0.139550
"1932";"Homme";"89 ans";0.136964
"1932";"Homme";"90 ans";0.156687
"1932";"Homme";"91 ans";0.175947
"1932";"Homme";"92 ans";0.196669
"1932";"Homme";"93 ans";0.218672
"1932";"Homme";"94 ans";0.241693
"1932";"Homme";"95 ans";0.265322
"1932";"Homme";"96 ans";0.289319
"1932";"Homme";"97 ans";0.314256
"1932";"Homme";"98 ans";0.341009
"1932";"Homme";"99 ans";0.370606
"1932";"Homme";"100 ans";0.403146
"1932";"Homme";"101 ans";0.438214
"1932";"Homme";"102 ans";0.474367
"1932";"Homme";"103 ans";0.511907
"1932";"Homme";"104 ans";0.558135
"1932";"Homme";"105 ans";0.618427
"1932";"Homme";"106 ans";0.649603
"1932";"Homme";"107 ans";0.681893
"1932";"Homme";"108 ans";0.715144
"1932";"Homme";"109 ans";0.749104
"1932";"Homme";"110 ans";0.783397
"1932";"Homme";"111 ans";0.817509
"1932";"Homme";"112 ans";0.850786
"1932";"Homme";"113 ans";0.882439
"1932";"Homme";"114 ans";0.911592
"1932";"Homme";"115 ans";0.937360
"1932";"Homme";"116 ans";0.958968
"1932";"Homme";"117 ans";0.975896
"1932";"Homme";"118 ans";0.988024
"1932";"Homme";"119 ans";0.995727
"1932";"Homme";"120 ans";1.000000
"1933";"Homme";"65 ans";0.013991
"1933";"Homme";"66 ans";0.016196
"1933";"Homme";"67 ans";0.017362
"1933";"Homme";"68 ans";0.019833
"1933";"Homme";"69 ans";0.020155
"1933";"Homme";"70 ans";0.021115
"1933";"Homme";"71 ans";0.022849
"1933";"Homme";"72 ans";0.024726
"1933";"Homme";"73 ans";0.026420
"1933";"Homme";"74 ans";0.027631
"1933";"Homme";"75 ans";0.030411
"1933";"Homme";"76 ans";0.035164
"1933";"Homme";"77 ans";0.037280
"1933";"Homme";"78 ans";0.041947
"1933";"Homme";"79 ans";0.042819
"1933";"Homme";"80 ans";0.049126
"1933";"Homme";"81 ans";0.057226
"1933";"Homme";"82 ans";0.062154
"1933";"Homme";"83 ans";0.064775
"1933";"Homme";"84 ans";0.075898
"1933";"Homme";"85 ans";0.081474
"1933";"Homme";"86 ans";0.098500
"1933";"Homme";"87 ans";0.124717
"1933";"Homme";"88 ans";0.123559
"1933";"Homme";"89 ans";0.141010
"1933";"Homme";"90 ans";0.155239
"1933";"Homme";"91 ans";0.174308
"1933";"Homme";"92 ans";0.194980
"1933";"Homme";"93 ans";0.216951
"1933";"Homme";"94 ans";0.239965
"1933";"Homme";"95 ans";0.263617
"1933";"Homme";"96 ans";0.287670
"1933";"Homme";"97 ans";0.312696
"1933";"Homme";"98 ans";0.339564
"1933";"Homme";"99 ans";0.369297
"1933";"Homme";"100 ans";0.401996
"1933";"Homme";"101 ans";0.437252
"1933";"Homme";"102 ans";0.473629
"1933";"Homme";"103 ans";0.511424
"1933";"Homme";"104 ans";0.557880
"1933";"Homme";"105 ans";0.618323
"1933";"Homme";"106 ans";0.649882
"1933";"Homme";"107 ans";0.682556
"1933";"Homme";"108 ans";0.716178
"1933";"Homme";"109 ans";0.750479
"1933";"Homme";"110 ans";0.785064
"1933";"Homme";"111 ans";0.819399
"1933";"Homme";"112 ans";0.852805
"1933";"Homme";"113 ans";0.884477
"1933";"Homme";"114 ans";0.913528
"1933";"Homme";"115 ans";0.939073
"1933";"Homme";"116 ans";0.960358
"1933";"Homme";"117 ans";0.976899
"1933";"Homme";"118 ans";0.988633
"1933";"Homme";"119 ans";0.995989
"1933";"Homme";"120 ans";1.000000
"1934";"Homme";"65 ans";0.015997
"1934";"Homme";"66 ans";0.016286
"1934";"Homme";"67 ans";0.016376
"1934";"Homme";"68 ans";0.017765
"1934";"Homme";"69 ans";0.019300
"1934";"Homme";"70 ans";0.021068
"1934";"Homme";"71 ans";0.021409
"1934";"Homme";"72 ans";0.022856
"1934";"Homme";"73 ans";0.025858
"1934";"Homme";"74 ans";0.027657
"1934";"Homme";"75 ans";0.029236
"1934";"Homme";"76 ans";0.034505
"1934";"Homme";"77 ans";0.037386
"1934";"Homme";"78 ans";0.039517
"1934";"Homme";"79 ans";0.041565
"1934";"Homme";"80 ans";0.050528
"1934";"Homme";"81 ans";0.054843
"1934";"Homme";"82 ans";0.058780
"1934";"Homme";"83 ans";0.064569
"1934";"Homme";"84 ans";0.074319
"1934";"Homme";"85 ans";0.084860
"1934";"Homme";"86 ans";0.106000
"1934";"Homme";"87 ans";0.107181
"1934";"Homme";"88 ans";0.124348
"1934";"Homme";"89 ans";0.136548
"1934";"Homme";"90 ans";0.153670
"1934";"Homme";"91 ans";0.172675
"1934";"Homme";"92 ans";0.193294
"1934";"Homme";"93 ans";0.215231
"1934";"Homme";"94 ans";0.238236
"1934";"Homme";"95 ans";0.261908
"1934";"Homme";"96 ans";0.286016
"1934";"Homme";"97 ans";0.311126
"1934";"Homme";"98 ans";0.338106
"1934";"Homme";"99 ans";0.367972
"1934";"Homme";"100 ans";0.400827
"1934";"Homme";"101 ans";0.436267
"1934";"Homme";"102 ans";0.472864
"1934";"Homme";"103 ans";0.510913
"1934";"Homme";"104 ans";0.557594
"1934";"Homme";"105 ans";0.618185
"1934";"Homme";"106 ans";0.650125
"1934";"Homme";"107 ans";0.683179
"1934";"Homme";"108 ans";0.717168
"1934";"Homme";"109 ans";0.751805
"1934";"Homme";"110 ans";0.786678
"1934";"Homme";"111 ans";0.821230
"1934";"Homme";"112 ans";0.854762
"1934";"Homme";"113 ans";0.886449
"1934";"Homme";"114 ans";0.915396
"1934";"Homme";"115 ans";0.940720
"1934";"Homme";"116 ans";0.961687
"1934";"Homme";"117 ans";0.977853
"1934";"Homme";"118 ans";0.989206
"1934";"Homme";"119 ans";0.996234
"1934";"Homme";"120 ans";1.000000
"1935";"Homme";"65 ans";0.013487
"1935";"Homme";"66 ans";0.016232
"1935";"Homme";"67 ans";0.016880
"1935";"Homme";"68 ans";0.016628
"1935";"Homme";"69 ans";0.019856
"1935";"Homme";"70 ans";0.018303
"1935";"Homme";"71 ans";0.021668
"1935";"Homme";"72 ans";0.022509
"1935";"Homme";"73 ans";0.024498
"1935";"Homme";"74 ans";0.027968
"1935";"Homme";"75 ans";0.029120
"1935";"Homme";"76 ans";0.031830
"1935";"Homme";"77 ans";0.035650
"1935";"Homme";"78 ans";0.036636
"1935";"Homme";"79 ans";0.040826
"1935";"Homme";"80 ans";0.047118
"1935";"Homme";"81 ans";0.054024
"1935";"Homme";"82 ans";0.056585
"1935";"Homme";"83 ans";0.063650
"1935";"Homme";"84 ans";0.077143
"1935";"Homme";"85 ans";0.094191
"1935";"Homme";"86 ans";0.097717
"1935";"Homme";"87 ans";0.108459
"1935";"Homme";"88 ans";0.119904
"1935";"Homme";"89 ans";0.135060
"1935";"Homme";"90 ans";0.152110
"1935";"Homme";"91 ans";0.171047
"1935";"Homme";"92 ans";0.191612
"1935";"Homme";"93 ans";0.213514
"1935";"Homme";"94 ans";0.236507
"1935";"Homme";"95 ans";0.260197
"1935";"Homme";"96 ans";0.284355
"1935";"Homme";"97 ans";0.309547
"1935";"Homme";"98 ans";0.336636
"1935";"Homme";"99 ans";0.366631
"1935";"Homme";"100 ans";0.399640
"1935";"Homme";"101 ans";0.435259
"1935";"Homme";"102 ans";0.472075
"1935";"Homme";"103 ans";0.510372
"1935";"Homme";"104 ans";0.557277
"1935";"Homme";"105 ans";0.618016
"1935";"Homme";"106 ans";0.650333
"1935";"Homme";"107 ans";0.683763
"1935";"Homme";"108 ans";0.718115
"1935";"Homme";"109 ans";0.753084
"1935";"Homme";"110 ans";0.788240
"1935";"Homme";"111 ans";0.823004
"1935";"Homme";"112 ans";0.856657
"1935";"Homme";"113 ans";0.888358
"1935";"Homme";"114 ans";0.917199
"1935";"Homme";"115 ans";0.942304
"1935";"Homme";"116 ans";0.962958
"1935";"Homme";"117 ans";0.978759
"1935";"Homme";"118 ans";0.989746
"1935";"Homme";"119 ans";0.996462
"1935";"Homme";"120 ans";1.000000
"1936";"Homme";"65 ans";0.014915
"1936";"Homme";"66 ans";0.014143
"1936";"Homme";"67 ans";0.017502
"1936";"Homme";"68 ans";0.016223
"1936";"Homme";"69 ans";0.018118
"1936";"Homme";"70 ans";0.020475
"1936";"Homme";"71 ans";0.019989
"1936";"Homme";"72 ans";0.022633
"1936";"Homme";"73 ans";0.024434
"1936";"Homme";"74 ans";0.024161
"1936";"Homme";"75 ans";0.029277
"1936";"Homme";"76 ans";0.030536
"1936";"Homme";"77 ans";0.033846
"1936";"Homme";"78 ans";0.037008
"1936";"Homme";"79 ans";0.041902
"1936";"Homme";"80 ans";0.044315
"1936";"Homme";"81 ans";0.052443
"1936";"Homme";"82 ans";0.055910
"1936";"Homme";"83 ans";0.067542
"1936";"Homme";"84 ans";0.081824
"1936";"Homme";"85 ans";0.086937
"1936";"Homme";"86 ans";0.099728
"1936";"Homme";"87 ans";0.105217
"1936";"Homme";"88 ans";0.118501
"1936";"Homme";"89 ans";0.133581
"1936";"Homme";"90 ans";0.150557
"1936";"Homme";"91 ans";0.169427
"1936";"Homme";"92 ans";0.189936
"1936";"Homme";"93 ans";0.211799
"1936";"Homme";"94 ans";0.234778
"1936";"Homme";"95 ans";0.258482
"1936";"Homme";"96 ans";0.282689
"1936";"Homme";"97 ans";0.307960
"1936";"Homme";"98 ans";0.335154
"1936";"Homme";"99 ans";0.365276
"1936";"Homme";"100 ans";0.398434
"1936";"Homme";"101 ans";0.434231
"1936";"Homme";"102 ans";0.471260
"1936";"Homme";"103 ans";0.509804
"1936";"Homme";"104 ans";0.556929
"1936";"Homme";"105 ans";0.617816
"1936";"Homme";"106 ans";0.650507
"1936";"Homme";"107 ans";0.684310
"1936";"Homme";"108 ans";0.719020
"1936";"Homme";"109 ans";0.754318
"1936";"Homme";"110 ans";0.789752
"1936";"Homme";"111 ans";0.824724
"1936";"Homme";"112 ans";0.858494
"1936";"Homme";"113 ans";0.890204
"1936";"Homme";"114 ans";0.918938
"1936";"Homme";"115 ans";0.943826
"1936";"Homme";"116 ans";0.964174
"1936";"Homme";"117 ans";0.979619
"1936";"Homme";"118 ans";0.990255
"1936";"Homme";"119 ans";0.996675
"1936";"Homme";"120 ans";1.000000
"1937";"Homme";"65 ans";0.013489
"1937";"Homme";"66 ans";0.015297
"1937";"Homme";"67 ans";0.014244
"1937";"Homme";"68 ans";0.015861
"1937";"Homme";"69 ans";0.016951
"1937";"Homme";"70 ans";0.018141
"1937";"Homme";"71 ans";0.018729
"1937";"Homme";"72 ans";0.020591
"1937";"Homme";"73 ans";0.023384
"1937";"Homme";"74 ans";0.025566
"1937";"Homme";"75 ans";0.025651
"1937";"Homme";"76 ans";0.029956
"1937";"Homme";"77 ans";0.032576
"1937";"Homme";"78 ans";0.035723
"1937";"Homme";"79 ans";0.036583
"1937";"Homme";"80 ans";0.046086
"1937";"Homme";"81 ans";0.050231
"1937";"Homme";"82 ans";0.056955
"1937";"Homme";"83 ans";0.069944
"1937";"Homme";"84 ans";0.070471
"1937";"Homme";"85 ans";0.082520
"1937";"Homme";"86 ans";0.092223
"1937";"Homme";"87 ans";0.103902
"1937";"Homme";"88 ans";0.117110
"1937";"Homme";"89 ans";0.132113
"1937";"Homme";"90 ans";0.149013
"1937";"Homme";"91 ans";0.167813
"1937";"Homme";"92 ans";0.188264
"1937";"Homme";"93 ans";0.210087
"1937";"Homme";"94 ans";0.233049
"1937";"Homme";"95 ans";0.256766
"1937";"Homme";"96 ans";0.281018
"1937";"Homme";"97 ans";0.306365
"1937";"Homme";"98 ans";0.333661
"1937";"Homme";"99 ans";0.363906
"1937";"Homme";"100 ans";0.397210
"1937";"Homme";"101 ans";0.433181
"1937";"Homme";"102 ans";0.470422
"1937";"Homme";"103 ans";0.509208
"1937";"Homme";"104 ans";0.556552
"1937";"Homme";"105 ans";0.617586
"1937";"Homme";"106 ans";0.650647
"1937";"Homme";"107 ans";0.684819
"1937";"Homme";"108 ans";0.719884
"1937";"Homme";"109 ans";0.755506
"1937";"Homme";"110 ans";0.791214
"1937";"Homme";"111 ans";0.826391
"1937";"Homme";"112 ans";0.860274
"1937";"Homme";"113 ans";0.891991
"1937";"Homme";"114 ans";0.920618
"1937";"Homme";"115 ans";0.945290
"1937";"Homme";"116 ans";0.965337
"1937";"Homme";"117 ans";0.980437
"1937";"Homme";"118 ans";0.990735
"1937";"Homme";"119 ans";0.996874
"1937";"Homme";"120 ans";1.000000
"1938";"Homme";"65 ans";0.013216
"1938";"Homme";"66 ans";0.014175
"1938";"Homme";"67 ans";0.014777
"1938";"Homme";"68 ans";0.016044
"1938";"Homme";"69 ans";0.016987
"1938";"Homme";"70 ans";0.018180
"1938";"Homme";"71 ans";0.019463
"1938";"Homme";"72 ans";0.019861
"1938";"Homme";"73 ans";0.023828
"1938";"Homme";"74 ans";0.023974
"1938";"Homme";"75 ans";0.026094
"1938";"Homme";"76 ans";0.032048
"1938";"Homme";"77 ans";0.031978
"1938";"Homme";"78 ans";0.034845
"1938";"Homme";"79 ans";0.039579
"1938";"Homme";"80 ans";0.044907
"1938";"Homme";"81 ans";0.047814
"1938";"Homme";"82 ans";0.062283
"1938";"Homme";"83 ans";0.063520
"1938";"Homme";"84 ans";0.072988
"1938";"Homme";"85 ans";0.080695
"1938";"Homme";"86 ans";0.090996
"1938";"Homme";"87 ans";0.102599
"1938";"Homme";"88 ans";0.115730
"1938";"Homme";"89 ans";0.130655
"1938";"Homme";"90 ans";0.147478
"1938";"Homme";"91 ans";0.166207
"1938";"Homme";"92 ans";0.186597
"1938";"Homme";"93 ans";0.208379
"1938";"Homme";"94 ans";0.231321
"1938";"Homme";"95 ans";0.255048
"1938";"Homme";"96 ans";0.279343
"1938";"Homme";"97 ans";0.304763
"1938";"Homme";"98 ans";0.332158
"1938";"Homme";"99 ans";0.362523
"1938";"Homme";"100 ans";0.395970
"1938";"Homme";"101 ans";0.432111
"1938";"Homme";"102 ans";0.469560
"1938";"Homme";"103 ans";0.508586
"1938";"Homme";"104 ans";0.556145
"1938";"Homme";"105 ans";0.617326
"1938";"Homme";"106 ans";0.650754
"1938";"Homme";"107 ans";0.685292
"1938";"Homme";"108 ans";0.720708
"1938";"Homme";"109 ans";0.756650
"1938";"Homme";"110 ans";0.792629
"1938";"Homme";"111 ans";0.828006
"1938";"Homme";"112 ans";0.861999
"1938";"Homme";"113 ans";0.893720
"1938";"Homme";"114 ans";0.922239
"1938";"Homme";"115 ans";0.946698
"1938";"Homme";"116 ans";0.966450
"1938";"Homme";"117 ans";0.981215
"1938";"Homme";"118 ans";0.991188
"1938";"Homme";"119 ans";0.997060
"1938";"Homme";"120 ans";1.000000
"1939";"Homme";"65 ans";0.013375
"1939";"Homme";"66 ans";0.013509
"1939";"Homme";"67 ans";0.013993
"1939";"Homme";"68 ans";0.016400
"1939";"Homme";"69 ans";0.015073
"1939";"Homme";"70 ans";0.017590
"1939";"Homme";"71 ans";0.019381
"1939";"Homme";"72 ans";0.019594
"1939";"Homme";"73 ans";0.022265
"1939";"Homme";"74 ans";0.025246
"1939";"Homme";"75 ans";0.026652
"1939";"Homme";"76 ans";0.027774
"1939";"Homme";"77 ans";0.030945
"1939";"Homme";"78 ans";0.035487
"1939";"Homme";"79 ans";0.040848
"1939";"Homme";"80 ans";0.043063
"1939";"Homme";"81 ans";0.054454
"1939";"Homme";"82 ans";0.055190
"1939";"Homme";"83 ans";0.063596
"1939";"Homme";"84 ans";0.070462
"1939";"Homme";"85 ans";0.079556
"1939";"Homme";"86 ans";0.089782
"1939";"Homme";"87 ans";0.101308
"1939";"Homme";"88 ans";0.114361
"1939";"Homme";"89 ans";0.129207
"1939";"Homme";"90 ans";0.145953
"1939";"Homme";"91 ans";0.164608
"1939";"Homme";"92 ans";0.184936
"1939";"Homme";"93 ans";0.206674
"1939";"Homme";"94 ans";0.229594
"1939";"Homme";"95 ans";0.253329
"1939";"Homme";"96 ans";0.277664
"1939";"Homme";"97 ans";0.303154
"1939";"Homme";"98 ans";0.330645
"1939";"Homme";"99 ans";0.361126
"1939";"Homme";"100 ans";0.394713
"1939";"Homme";"101 ans";0.431022
"1939";"Homme";"102 ans";0.468675
"1939";"Homme";"103 ans";0.507938
"1939";"Homme";"104 ans";0.555711
"1939";"Homme";"105 ans";0.617036
"1939";"Homme";"106 ans";0.650828
"1939";"Homme";"107 ans";0.685729
"1939";"Homme";"108 ans";0.721493
"1939";"Homme";"109 ans";0.757752
"1939";"Homme";"110 ans";0.793998
"1939";"Homme";"111 ans";0.829571
"1939";"Homme";"112 ans";0.863671
"1939";"Homme";"113 ans";0.895394
"1939";"Homme";"114 ans";0.923805
"1939";"Homme";"115 ans";0.948052
"1939";"Homme";"116 ans";0.967516
"1939";"Homme";"117 ans";0.981955
"1939";"Homme";"118 ans";0.991615
"1939";"Homme";"119 ans";0.997233
"1939";"Homme";"120 ans";1.000000
"1940";"Homme";"65 ans";0.012001
"1940";"Homme";"66 ans";0.013533
"1940";"Homme";"67 ans";0.013785
"1940";"Homme";"68 ans";0.016456
"1940";"Homme";"69 ans";0.016043
"1940";"Homme";"70 ans";0.017954
"1940";"Homme";"71 ans";0.017441
"1940";"Homme";"72 ans";0.020627
"1940";"Homme";"73 ans";0.022092
"1940";"Homme";"74 ans";0.023279
"1940";"Homme";"75 ans";0.026717
"1940";"Homme";"76 ans";0.030130
"1940";"Homme";"77 ans";0.031286
"1940";"Homme";"78 ans";0.034058
"1940";"Homme";"79 ans";0.040187
"1940";"Homme";"80 ans";0.048270
"1940";"Homme";"81 ans";0.051026
"1940";"Homme";"82 ans";0.055392
"1940";"Homme";"83 ans";0.061487
"1940";"Homme";"84 ans";0.069409
"1940";"Homme";"85 ans";0.078430
"1940";"Homme";"86 ans";0.088581
"1940";"Homme";"87 ans";0.100030
