"Année de naissance";"Sexe";"Age";"Quotient de mortalité par âge x (Qx)"
"1904";"Femme";"95 ans";0.241365
"1904";"Femme";"96 ans";0.250213
"1904";"Femme";"97 ans";0.302434
"1904";"Femme";"98 ans";0.317716
"1904";"Femme";"99 ans";0.344326
"1904";"Femme";"100 ans";0.358765
"1904";"Femme";"101 ans";0.417910
"1904";"Femme";"102 ans";0.410256
"1904";"Femme";"103 ans";0.336957
"1904";"Femme";"104 ans";0.327869
"1904";"Femme";"105 ans";0.439024
"1904";"Femme";"106 ans";0.434783
"1904";"Femme";"107 ans";0.389982
"1904";"Femme";"108 ans";0.275862
"1904";"Femme";"109 ans";0.200000
"1904";"Femme";"110 ans";0.888889
"1904";"Femme";"111 ans";0.000000
"1904";"Femme";"112 ans";0.000000
"1904";"Femme";"113 ans";1.000000
"1904";"Femme";"114 ans";1.000000
"1904";"Femme";"115 ans";1.000000
"1904";"Femme";"116 ans";1.000000
"1904";"Femme";"117 ans";1.000000
"1904";"Femme";"118 ans";1.000000
"1904";"Femme";"119 ans";1.000000
"1904";"Femme";"120 ans";1.000000
"1905";"Femme";"65 ans";0.013605
"1905";"Femme";"66 ans";0.014402
"1905";"Femme";"67 ans";0.015286
"1905";"Femme";"68 ans";0.016332
"1905";"Femme";"69 ans";0.019582
"1905";"Femme";"70 ans";0.020119
"1905";"Femme";"71 ans";0.021229
"1905";"Femme";"72 ans";0.025060
"1905";"Femme";"73 ans";0.025694
"1905";"Femme";"74 ans";0.029742
"1905";"Femme";"75 ans";0.032728
"1905";"Femme";"76 ans";0.035467
"1905";"Femme";"77 ans";0.040652
"1905";"Femme";"78 ans";0.044551
"1905";"Femme";"79 ans";0.047855
"1905";"Femme";"80 ans";0.056708
"1905";"Femme";"81 ans";0.058307
"1905";"Femme";"82 ans";0.067078
"1905";"Femme";"83 ans";0.071826
"1905";"Femme";"84 ans";0.090029
"1905";"Femme";"85 ans";0.093151
"1905";"Femme";"86 ans";0.106469
"1905";"Femme";"87 ans";0.117272
"1905";"Femme";"88 ans";0.124496
"1905";"Femme";"89 ans";0.147898
"1905";"Femme";"90 ans";0.163162
"1905";"Femme";"91 ans";0.191357
"1905";"Femme";"92 ans";0.192848
"1905";"Femme";"93 ans";0.216420
"1905";"Femme";"94 ans";0.236195
"1905";"Femme";"95 ans";0.251548
"1905";"Femme";"96 ans";0.279536
"1905";"Femme";"97 ans";0.307435
"1905";"Femme";"98 ans";0.323161
"1905";"Femme";"99 ans";0.358814
"1905";"Femme";"100 ans";0.321168
"1905";"Femme";"101 ans";0.390681
"1905";"Femme";"102 ans";0.411765
"1905";"Femme";"103 ans";0.510000
"1905";"Femme";"104 ans";0.408163
"1905";"Femme";"105 ans";0.624368
"1905";"Femme";"106 ans";0.487805
"1905";"Femme";"107 ans";0.695652
"1905";"Femme";"108 ans";0.500000
"1905";"Femme";"109 ans";1.000000
"1905";"Femme";"110 ans";1.000000
"1905";"Femme";"111 ans";1.000000
"1905";"Femme";"112 ans";1.000000
"1905";"Femme";"113 ans";1.000000
"1905";"Femme";"114 ans";1.000000
"1905";"Femme";"115 ans";1.000000
"1905";"Femme";"116 ans";1.000000
"1905";"Femme";"117 ans";1.000000
"1905";"Femme";"118 ans";1.000000
"1905";"Femme";"119 ans";1.000000
"1905";"Femme";"120 ans";1.000000
"1906";"Femme";"65 ans";0.012663
"1906";"Femme";"66 ans";0.015524
"1906";"Femme";"67 ans";0.014930
"1906";"Femme";"68 ans";0.017384
"1906";"Femme";"69 ans";0.019512
"1906";"Femme";"70 ans";0.019978
"1906";"Femme";"71 ans";0.021227
"1906";"Femme";"72 ans";0.023736
"1906";"Femme";"73 ans";0.027298
"1906";"Femme";"74 ans";0.028958
"1906";"Femme";"75 ans";0.031802
"1906";"Femme";"76 ans";0.036087
"1906";"Femme";"77 ans";0.038033
"1906";"Femme";"78 ans";0.044063
"1906";"Femme";"79 ans";0.045937
"1906";"Femme";"80 ans";0.052985
"1906";"Femme";"81 ans";0.057582
"1906";"Femme";"82 ans";0.069060
"1906";"Femme";"83 ans";0.075293
"1906";"Femme";"84 ans";0.084457
"1906";"Femme";"85 ans";0.093896
"1906";"Femme";"86 ans";0.100961
"1906";"Femme";"87 ans";0.108867
"1906";"Femme";"88 ans";0.126291
"1906";"Femme";"89 ans";0.141396
"1906";"Femme";"90 ans";0.165335
"1906";"Femme";"91 ans";0.175233
"1906";"Femme";"92 ans";0.196154
"1906";"Femme";"93 ans";0.211264
"1906";"Femme";"94 ans";0.223994
"1906";"Femme";"95 ans";0.246808
"1906";"Femme";"96 ans";0.299595
"1906";"Femme";"97 ans";0.315309
"1906";"Femme";"98 ans";0.339053
"1906";"Femme";"99 ans";0.317972
"1906";"Femme";"100 ans";0.304153
"1906";"Femme";"101 ans";0.395968
"1906";"Femme";"102 ans";0.387097
"1906";"Femme";"103 ans";0.429825
"1906";"Femme";"104 ans";0.476923
"1906";"Femme";"105 ans";0.441176
"1906";"Femme";"106 ans";0.736842
"1906";"Femme";"107 ans";0.618182
"1906";"Femme";"108 ans";1.000000
"1906";"Femme";"109 ans";1.000000
"1906";"Femme";"110 ans";1.000000
"1906";"Femme";"111 ans";1.000000
"1906";"Femme";"112 ans";1.000000
"1906";"Femme";"113 ans";1.000000
"1906";"Femme";"114 ans";1.000000
"1906";"Femme";"115 ans";1.000000
"1906";"Femme";"116 ans";1.000000
"1906";"Femme";"117 ans";1.000000
"1906";"Femme";"118 ans";1.000000
"1906";"Femme";"119 ans";1.000000
"1906";"Femme";"120 ans";1.000000
"1907";"Femme";"65 ans";0.011886
"1907";"Femme";"66 ans";0.013648
"1907";"Femme";"67 ans";0.014910
"1907";"Femme";"68 ans";0.014761
"1907";"Femme";"69 ans";0.017593
"1907";"Femme";"70 ans";0.018706
"1907";"Femme";"71 ans";0.021376
"1907";"Femme";"72 ans";0.023896
"1907";"Femme";"73 ans";0.026785
"1907";"Femme";"74 ans";0.029377
"1907";"Femme";"75 ans";0.032848
"1907";"Femme";"76 ans";0.033329
"1907";"Femme";"77 ans";0.038278
"1907";"Femme";"78 ans";0.041109
"1907";"Femme";"79 ans";0.046077
"1907";"Femme";"80 ans";0.048200
"1907";"Femme";"81 ans";0.057080
"1907";"Femme";"82 ans";0.066280
"1907";"Femme";"83 ans";0.067547
"1907";"Femme";"84 ans";0.078920
"1907";"Femme";"85 ans";0.085968
"1907";"Femme";"86 ans";0.101780
"1907";"Femme";"87 ans";0.117188
"1907";"Femme";"88 ans";0.123146
"1907";"Femme";"89 ans";0.145011
"1907";"Femme";"90 ans";0.156963
"1907";"Femme";"91 ans";0.185814
"1907";"Femme";"92 ans";0.201597
"1907";"Femme";"93 ans";0.201274
"1907";"Femme";"94 ans";0.232805
"1907";"Femme";"95 ans";0.265960
"1907";"Femme";"96 ans";0.268523
"1907";"Femme";"97 ans";0.297796
"1907";"Femme";"98 ans";0.295947
"1907";"Femme";"99 ans";0.354752
"1907";"Femme";"100 ans";0.396266
"1907";"Femme";"101 ans";0.381443
"1907";"Femme";"102 ans";0.388889
"1907";"Femme";"103 ans";0.473451
"1907";"Femme";"104 ans";0.490284
"1907";"Femme";"105 ans";0.310345
"1907";"Femme";"106 ans";0.450000
"1907";"Femme";"107 ans";0.727273
"1907";"Femme";"108 ans";0.000000
"1907";"Femme";"109 ans";1.000000
"1907";"Femme";"110 ans";1.000000
"1907";"Femme";"111 ans";1.000000
"1907";"Femme";"112 ans";1.000000
"1907";"Femme";"113 ans";1.000000
"1907";"Femme";"114 ans";1.000000
"1907";"Femme";"115 ans";1.000000
"1907";"Femme";"116 ans";1.000000
"1907";"Femme";"117 ans";1.000000
"1907";"Femme";"118 ans";1.000000
"1907";"Femme";"119 ans";1.000000
"1907";"Femme";"120 ans";1.000000
"1908";"Femme";"65 ans";0.012099
"1908";"Femme";"66 ans";0.012932
"1908";"Femme";"67 ans";0.015231
"1908";"Femme";"68 ans";0.015793
"1908";"Femme";"69 ans";0.017745
"1908";"Femme";"70 ans";0.018777
"1908";"Femme";"71 ans";0.020538
"1908";"Femme";"72 ans";0.023557
"1908";"Femme";"73 ans";0.025010
"1908";"Femme";"74 ans";0.028278
"1908";"Femme";"75 ans";0.029159
"1908";"Femme";"76 ans";0.032123
"1908";"Femme";"77 ans";0.035989
"1908";"Femme";"78 ans";0.038016
"1908";"Femme";"79 ans";0.043707
"1908";"Femme";"80 ans";0.049410
"1908";"Femme";"81 ans";0.058965
"1908";"Femme";"82 ans";0.060383
"1908";"Femme";"83 ans";0.073223
"1908";"Femme";"84 ans";0.079203
"1908";"Femme";"85 ans";0.082947
"1908";"Femme";"86 ans";0.100012
"1908";"Femme";"87 ans";0.110518
"1908";"Femme";"88 ans";0.122672
"1908";"Femme";"89 ans";0.141505
"1908";"Femme";"90 ans";0.155200
"1908";"Femme";"91 ans";0.183104
"1908";"Femme";"92 ans";0.191700
"1908";"Femme";"93 ans";0.208672
"1908";"Femme";"94 ans";0.238429
"1908";"Femme";"95 ans";0.270380
"1908";"Femme";"96 ans";0.263068
"1908";"Femme";"97 ans";0.289277
"1908";"Femme";"98 ans";0.312392
"1908";"Femme";"99 ans";0.321709
"1908";"Femme";"100 ans";0.378862
"1908";"Femme";"101 ans";0.342262
"1908";"Femme";"102 ans";0.430191
"1908";"Femme";"103 ans";0.431702
"1908";"Femme";"104 ans";0.366990
"1908";"Femme";"105 ans";0.657878
"1908";"Femme";"106 ans";0.401709
"1908";"Femme";"107 ans";0.368687
"1908";"Femme";"108 ans";0.200000
"1908";"Femme";"109 ans";0.750000
"1908";"Femme";"110 ans";0.000000
"1908";"Femme";"111 ans";0.000000
"1908";"Femme";"112 ans";1.000000
"1908";"Femme";"113 ans";1.000000
"1908";"Femme";"114 ans";1.000000
"1908";"Femme";"115 ans";1.000000
"1908";"Femme";"116 ans";1.000000
"1908";"Femme";"117 ans";1.000000
"1908";"Femme";"118 ans";1.000000
"1908";"Femme";"119 ans";1.000000
"1908";"Femme";"120 ans";1.000000
"1909";"Femme";"65 ans";0.012246
"1909";"Femme";"66 ans";0.014366
"1909";"Femme";"67 ans";0.015304
"1909";"Femme";"68 ans";0.016216
"1909";"Femme";"69 ans";0.017262
"1909";"Femme";"70 ans";0.018147
"1909";"Femme";"71 ans";0.021816
"1909";"Femme";"72 ans";0.021590
"1909";"Femme";"73 ans";0.026197
"1909";"Femme";"74 ans";0.026430
"1909";"Femme";"75 ans";0.030847
"1909";"Femme";"76 ans";0.033173
"1909";"Femme";"77 ans";0.034376
"1909";"Femme";"78 ans";0.038250
"1909";"Femme";"79 ans";0.043815
"1909";"Femme";"80 ans";0.053269
"1909";"Femme";"81 ans";0.055813
"1909";"Femme";"82 ans";0.060853
"1909";"Femme";"83 ans";0.068925
"1909";"Femme";"84 ans";0.076107
"1909";"Femme";"85 ans";0.086689
"1909";"Femme";"86 ans";0.100905
"1909";"Femme";"87 ans";0.116081
"1909";"Femme";"88 ans";0.121448
"1909";"Femme";"89 ans";0.138536
"1909";"Femme";"90 ans";0.160605
"1909";"Femme";"91 ans";0.176366
"1909";"Femme";"92 ans";0.195623
"1909";"Femme";"93 ans";0.224578
"1909";"Femme";"94 ans";0.233085
"1909";"Femme";"95 ans";0.243047
"1909";"Femme";"96 ans";0.263250
"1909";"Femme";"97 ans";0.279805
"1909";"Femme";"98 ans";0.325098
"1909";"Femme";"99 ans";0.335849
"1909";"Femme";"100 ans";0.357955
"1909";"Femme";"101 ans";0.366234
"1909";"Femme";"102 ans";0.391306
"1909";"Femme";"103 ans";0.460039
"1909";"Femme";"104 ans";0.473118
"1909";"Femme";"105 ans";0.581505
"1909";"Femme";"106 ans";0.600000
"1909";"Femme";"107 ans";0.500000
"1909";"Femme";"108 ans";0.333333
"1909";"Femme";"109 ans";0.500000
"1909";"Femme";"110 ans";0.000000
"1909";"Femme";"111 ans";0.000000
"1909";"Femme";"112 ans";0.000000
"1909";"Femme";"113 ans";0.517733
"1909";"Femme";"114 ans";0.803100
"1909";"Femme";"115 ans";0.839272
"1909";"Femme";"116 ans";0.874893
"1909";"Femme";"117 ans";0.909316
"1909";"Femme";"118 ans";0.941794
"1909";"Femme";"119 ans";0.971638
"1909";"Femme";"120 ans";1.000000
"1910";"Femme";"65 ans";0.011005
"1910";"Femme";"66 ans";0.012064
"1910";"Femme";"67 ans";0.012293
"1910";"Femme";"68 ans";0.014027
"1910";"Femme";"69 ans";0.015599
"1910";"Femme";"70 ans";0.017984
"1910";"Femme";"71 ans";0.019035
"1910";"Femme";"72 ans";0.021141
"1910";"Femme";"73 ans";0.024074
"1910";"Femme";"74 ans";0.026014
"1910";"Femme";"75 ans";0.029935
"1910";"Femme";"76 ans";0.033330
"1910";"Femme";"77 ans";0.035703
"1910";"Femme";"78 ans";0.038321
"1910";"Femme";"79 ans";0.043901
"1910";"Femme";"80 ans";0.049362
"1910";"Femme";"81 ans";0.054560
"1910";"Femme";"82 ans";0.062634
"1910";"Femme";"83 ans";0.067366
"1910";"Femme";"84 ans";0.076101
"1910";"Femme";"85 ans";0.082061
"1910";"Femme";"86 ans";0.096634
"1910";"Femme";"87 ans";0.108142
"1910";"Femme";"88 ans";0.123818
"1910";"Femme";"89 ans";0.141811
"1910";"Femme";"90 ans";0.156609
"1910";"Femme";"91 ans";0.166618
"1910";"Femme";"92 ans";0.189849
"1910";"Femme";"93 ans";0.202437
"1910";"Femme";"94 ans";0.232213
"1910";"Femme";"95 ans";0.245308
"1910";"Femme";"96 ans";0.248047
"1910";"Femme";"97 ans";0.277119
"1910";"Femme";"98 ans";0.306186
"1910";"Femme";"99 ans";0.340956
"1910";"Femme";"100 ans";0.354353
"1910";"Femme";"101 ans";0.379588
"1910";"Femme";"102 ans";0.392149
"1910";"Femme";"103 ans";0.432056
"1910";"Femme";"104 ans";0.449700
"1910";"Femme";"105 ans";0.441317
"1910";"Femme";"106 ans";0.433094
"1910";"Femme";"107 ans";0.538462
"1910";"Femme";"108 ans";0.333333
"1910";"Femme";"109 ans";1.000000
"1910";"Femme";"110 ans";1.000000
"1910";"Femme";"111 ans";1.000000
"1910";"Femme";"112 ans";1.000000
"1910";"Femme";"113 ans";1.000000
"1910";"Femme";"114 ans";1.000000
"1910";"Femme";"115 ans";1.000000
"1910";"Femme";"116 ans";1.000000
"1910";"Femme";"117 ans";1.000000
"1910";"Femme";"118 ans";1.000000
"1910";"Femme";"119 ans";1.000000
"1910";"Femme";"120 ans";1.000000
"1911";"Femme";"65 ans";0.011251
"1911";"Femme";"66 ans";0.011967
"1911";"Femme";"67 ans";0.013708
"1911";"Femme";"68 ans";0.015196
"1911";"Femme";"69 ans";0.015586
"1911";"Femme";"70 ans";0.016089
"1911";"Femme";"71 ans";0.020022
"1911";"Femme";"72 ans";0.020612
"1911";"Femme";"73 ans";0.022519
"1911";"Femme";"74 ans";0.025216
"1911";"Femme";"75 ans";0.026391
"1911";"Femme";"76 ans";0.029152
"1911";"Femme";"77 ans";0.033553
"1911";"Femme";"78 ans";0.036375
"1911";"Femme";"79 ans";0.042995
"1911";"Femme";"80 ans";0.044957
"1911";"Femme";"81 ans";0.051019
"1911";"Femme";"82 ans";0.056676
"1911";"Femme";"83 ans";0.065400
"1911";"Femme";"84 ans";0.073388
"1911";"Femme";"85 ans";0.088116
"1911";"Femme";"86 ans";0.097282
"1911";"Femme";"87 ans";0.109400
"1911";"Femme";"88 ans";0.117688
"1911";"Femme";"89 ans";0.129551
"1911";"Femme";"90 ans";0.157134
"1911";"Femme";"91 ans";0.175152
"1911";"Femme";"92 ans";0.184290
"1911";"Femme";"93 ans";0.190642
"1911";"Femme";"94 ans";0.219323
"1911";"Femme";"95 ans";0.245385
"1911";"Femme";"96 ans";0.255130
"1911";"Femme";"97 ans";0.301912
"1911";"Femme";"98 ans";0.318087
"1911";"Femme";"99 ans";0.328183
"1911";"Femme";"100 ans";0.328140
"1911";"Femme";"101 ans";0.410032
"1911";"Femme";"102 ans";0.384198
"1911";"Femme";"103 ans";0.454863
"1911";"Femme";"104 ans";0.316952
"1911";"Femme";"105 ans";0.470808
"1911";"Femme";"106 ans";0.607143
"1911";"Femme";"107 ans";0.454545
"1911";"Femme";"108 ans";1.000000
"1911";"Femme";"109 ans";1.000000
"1911";"Femme";"110 ans";1.000000
"1911";"Femme";"111 ans";1.000000
"1911";"Femme";"112 ans";1.000000
"1911";"Femme";"113 ans";1.000000
"1911";"Femme";"114 ans";1.000000
"1911";"Femme";"115 ans";1.000000
"1911";"Femme";"116 ans";1.000000
"1911";"Femme";"117 ans";1.000000
"1911";"Femme";"118 ans";1.000000
"1911";"Femme";"119 ans";1.000000
"1911";"Femme";"120 ans";1.000000
"1912";"Femme";"65 ans";0.011241
"1912";"Femme";"66 ans";0.012335
"1912";"Femme";"67 ans";0.013002
"1912";"Femme";"68 ans";0.013874
"1912";"Femme";"69 ans";0.015798
"1912";"Femme";"70 ans";0.018201
"1912";"Femme";"71 ans";0.018415
"1912";"Femme";"72 ans";0.020164
"1912";"Femme";"73 ans";0.021807
"1912";"Femme";"74 ans";0.022275
"1912";"Femme";"75 ans";0.026205
"1912";"Femme";"76 ans";0.027868
"1912";"Femme";"77 ans";0.033932
"1912";"Femme";"78 ans";0.036942
"1912";"Femme";"79 ans";0.039091
"1912";"Femme";"80 ans";0.044721
"1912";"Femme";"81 ans";0.051817
"1912";"Femme";"82 ans";0.058146
"1912";"Femme";"83 ans";0.066955
"1912";"Femme";"84 ans";0.074489
"1912";"Femme";"85 ans";0.081832
"1912";"Femme";"86 ans";0.094054
"1912";"Femme";"87 ans";0.108479
"1912";"Femme";"88 ans";0.114808
